year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,1,10,634,-6,832,-16,OO,N218AG,3456,PDX,BUR,102,817,6,34
2014,1,13,1148,-3,1359,-11,OO,N633SK,4698,PDX,LAX,110,834,11,48
2014,9,20,1313,-2,1548,6,DL,N378DA,716,SEA,LAS,141,867,13,13
2014,6,23,1356,31,2018,33,WN,N207WN,299,SEA,HOU,236,1894,13,56
2014,4,18,1831,-4,2101,-7,AS,N619AS,464,SEA,LAX,125,954,18,31
2014,4,18,653,-7,1459,-12,DL,N624AG,2550,SEA,JFK,281,2422,6,53
2014,9,26,1459,-1,1735,0,VX,N528VA,796,SEA,LAX,143,954,14,59
2014,9,11,1452,-8,1719,-16,VX,N526VA,796,SEA,LAX,129,954,14,52
2014,9,14,1132,-3,1502,-13,WN,N358SW,3677,SEA,DEN,131,1024,11,32
2014,6,6,657,-8,1234,-21,AA,N4YJAA,1458,PDX,DFW,195,1616,6,57
2014,1,26,2019,24,2151,6,WN,N482WN,327,SEA,SMF,76,605,20,19
2014,7,4,633,23,1230,0,WN,N201LV,766,SEA,HOU,224,1894,6,33
2014,3,25,1515,274,1608,279,OO,N580SW,5325,SEA,PDX,36,129,15,15
2014,12,1,1916,21,2139,35,AS,N471AS,300,SEA,SFO,103,679,19,16
2014,3,2,1926,21,2038,13,WN,N905WN,623,PDX,RNO,60,444,19,26
2014,5,7,559,-1,944,9,WN,N916WN,1279,SEA,DEN,142,1024,5,59
2014,3,24,2100,-5,2339,-11,AS,N419AS,470,SEA,LAX,134,954,21,0
2014,5,22,1140,5,1852,-6,DL,N581NW,2424,SEA,DTW,230,1927,11,40
2014,7,1,706,1,922,-11,AS,N713AS,115,SEA,ANC,177,1448,7,6
2014,6,10,1150,-5,1423,-7,AS,N557AS,508,SEA,SNA,134,978,11,50
2014,2,3,829,-1,1411,-14,AS,N320AS,28,SEA,ORD,199,1721,8,29
2014,8,2,1037,-5,1422,5,OO,N765SK,6509,SEA,DEN,134,1024,10,37
2014,6,8,555,-5,827,-3,AS,N589AS,81,SEA,ANC,190,1448,5,55
2014,2,16,2324,4,445,-15,AA,N3LCAA,1230,SEA,DFW,183,1660,23,24
2014,5,11,834,-6,1042,-5,AS,N760AS,382,SEA,SFO,93,679,8,34
2014,8,25,1838,8,2006,-9,WN,N618WN,767,PDX,OAK,75,543,18,38
2014,5,13,611,1,749,-6,WN,N440LV,1015,PDX,SJC,84,569,6,11
2014,10,22,1407,-8,1643,-1,B6,N630JB,407,SEA,LGB,131,965,14,7
2014,9,24,1136,-4,1403,2,AS,N536AS,572,PDX,SAN,134,933,11,36
2014,9,19,2011,76,2242,74,AS,N469AS,133,SEA,FAI,195,1533,20,11
2014,6,29,1509,-1,1752,-8,AS,N703AS,714,PDX,SLC,82,630,15,9
2014,1,29,727,2,958,3,AS,N705AS,478,SEA,LAX,129,954,7,27
2014,6,10,1952,76,2227,117,UA,N471UA,353,PDX,SFO,78,550,19,52
2014,10,25,717,-3,923,26,AS,N529AS,805,SEA,SMF,98,605,7,17
2014,9,26,1528,-7,2,7,AS,N560AS,734,SEA,BOS,309,2496,15,28
2014,2,1,714,-1,904,7,AS,N530AS,805,SEA,SMF,82,605,7,14
2014,9,7,1420,5,2143,-12,DL,N815DN,1223,SEA,ATL,236,2182,14,20
2014,8,1,1844,19,2137,45,AS,N549AS,616,SEA,LAS,151,867,18,44
2014,6,2,1136,-2,1743,-10,UA,N68801,1502,SEA,IAH,224,1874,11,36
2014,8,10,1232,52,1421,51,WN,N8641B,339,SEA,SMF,89,605,12,32
2014,5,7,1311,6,2115,2,US,N102UW,1971,SEA,CLT,274,2279,13,11
2014,5,30,1320,5,1834,4,DL,N651DL,198,SEA,MSP,170,1399,13,20
2014,8,6,2118,28,2326,31,WN,N297WN,1204,SEA,OAK,101,671,21,18
2014,1,5,651,-9,934,13,AS,N624AS,582,PDX,SNA,120,859,6,51
2014,7,15,1953,15,2316,13,F9,N208FR,794,PDX,DEN,118,991,19,53
2014,8,22,1840,10,2057,-18,WN,N360SW,187,SEA,SAN,127,1050,18,40
2014,1,17,1012,9,1209,18,OO,N920SW,5243,PDX,SFO,85,550,10,12
2014,10,28,1153,-7,1745,-22,UA,N416UA,390,PDX,IAH,201,1825,11,53
2014,12,28,652,-8,802,2,OO,N817SK,4608,SEA,PDX,32,129,6,52
2014,5,18,1215,0,1757,-13,AA,N3GBAA,73,SEA,DFW,198,1660,12,15
2014,12,15,1327,55,1548,88,UA,N827UA,353,PDX,SFO,113,550,13,27
2014,9,11,1408,-7,1638,-6,B6,N537JB,407,SEA,LGB,130,965,14,8
2014,6,17,944,-6,1248,8,OO,N223AG,3492,PDX,SLC,91,630,9,44
2014,7,7,929,-6,1728,-12,AS,N534AS,764,PDX,DCA,259,2350,9,29
2014,9,24,2005,-10,2237,-4,OO,N805SK,4789,SEA,LAS,130,867,20,5
2014,5,27,810,0,1023,8,WN,N395SW,599,SEA,OAK,112,671,8,10
2014,6,11,1121,1,1350,-4,AS,N538AS,460,SEA,LAX,125,954,11,21
2014,10,15,851,-4,1124,-2,AS,N553AS,548,SEA,PSP,128,987,8,51
2014,11,29,1545,35,1824,30,AS,N305AS,101,SEA,ANC,201,1448,15,45
2014,8,3,1946,1,2222,3,AS,N613AS,518,SEA,SNA,138,978,19,46
2014,6,13,1105,25,1948,38,B6,N646JB,598,SEA,BOS,298,2496,11,5
2014,6,9,854,-6,1625,-15,DL,N372DA,1510,PDX,ATL,253,2172,8,54
2014,2,24,827,-3,1218,2,US,N620AW,471,SEA,PHX,138,1107,8,27
2014,5,14,1251,76,1852,77,AA,N3BFAA,1628,SEA,ORD,209,1721,12,51
2014,5,7,1053,-7,1852,-16,US,N126UW,2092,SEA,CLT,273,2279,10,53
2014,7,28,1512,6,1839,-2,UA,N509UA,457,SEA,DEN,125,1024,15,12
2014,11,1,1555,-10,1752,-5,AS,N705AS,344,SEA,OAK,96,671,15,55
2014,4,8,2317,2,453,-11,UA,N847UA,700,PDX,ORD,199,1739,23,17
2014,4,3,937,53,1546,61,UA,N815UA,722,PDX,ORD,210,1739,9,37
2014,2,27,522,2,856,5,US,N535UW,649,PDX,PHX,132,1009,5,22
2014,12,4,1855,5,2122,17,AS,N315AS,616,SEA,LAS,116,867,18,55
2014,7,15,1210,6,1932,-21,DL,N3753,282,SEA,ATL,242,2182,12,10
2014,1,14,1756,-9,1933,-12,VX,N521VA,948,PDX,SFO,83,550,17,56
2014,2,27,554,-6,1312,-16,DL,N3744F,2547,PDX,ATL,244,2172,5,54
2014,7,4,1455,-5,1723,-12,VX,N524VA,796,SEA,LAX,134,954,14,55
2014,10,9,702,2,845,0,VX,N839VA,84,PDX,SFO,88,550,7,2
2014,6,8,735,65,1521,51,WN,N743SW,2004,SEA,BWI,267,2335,7,35
2014,6,6,821,-9,1356,-24,AA,N4WKAA,1220,PDX,DFW,189,1616,8,21
2014,9,14,1852,-3,2115,-13,AS,N303AS,133,SEA,FAI,187,1533,18,52
2014,10,29,1009,-6,1613,-47,AS,N532AS,788,SEA,MSY,224,2086,10,9
2014,4,25,1019,-6,1305,0,DL,N332NB,2189,PDX,SLC,85,630,10,19
2014,9,1,1149,4,1323,-2,WN,N439WN,3400,PDX,OAK,79,543,11,49
2014,5,23,1859,-6,2041,-19,AS,N625AS,386,PDX,SFO,82,550,18,59
2014,2,28,1940,0,2227,10,AS,N793AS,476,SEA,LAX,141,954,19,40
2014,11,25,1338,13,1652,-3,AS,N613AS,682,SEA,DEN,114,1024,13,38
2014,10,21,610,-5,930,-9,F9,N210FR,796,PDX,DEN,122,991,6,10
2014,5,11,1501,1,1550,0,OO,N564SW,5417,SEA,PDX,34,129,15,1
2014,12,27,612,-3,745,-24,UA,N75425,1721,PDX,SFO,79,550,6,12
2014,8,24,1300,0,1440,-5,WN,N670SW,775,PDX,SJC,80,569,13,0
2014,7,30,631,-9,915,-5,AS,N525AS,466,SEA,LAX,132,954,6,31
2014,7,3,2147,2,8,-7,AS,N585AS,111,SEA,ANC,182,1448,21,47
2014,12,1,822,-3,1159,-11,US,N578UW,1898,SEA,PHX,136,1107,8,22
2014,6,10,629,-1,1407,2,DL,N801DZ,1156,PDX,ATL,259,2172,6,29
2014,11,9,2203,-7,59,-14,AS,N560AS,143,PDX,ANC,220,1542,22,3
2014,3,24,1354,-11,1625,1,AS,N569AS,570,PDX,LAX,126,834,13,54
2014,1,15,2024,4,2359,0,AS,N549AS,632,SEA,PHX,137,1107,20,24
2014,12,20,1025,-5,1401,-14,AS,N532AS,656,SEA,PHX,125,1107,10,25
2014,11,9,1032,2,1413,-5,AS,N461AS,656,SEA,PHX,139,1107,10,32
2014,3,28,959,-1,1208,9,AS,N442AS,344,SEA,OAK,101,671,9,59
2014,4,19,1438,-7,1824,14,F9,N912FR,234,PDX,DEN,146,991,14,38
2014,6,24,1321,-4,1549,-10,AS,N558AS,472,SEA,LAX,124,954,13,21
2014,7,28,1536,-4,1744,-1,AS,N705AS,322,SEA,SJC,109,697,15,36
2014,9,23,742,12,1523,7,DL,N125DL,1808,SEA,ATL,252,2182,7,42
2014,5,7,954,-1,1235,2,AS,N788AS,131,PDX,ANC,200,1542,9,54
2014,8,4,1054,-1,1339,-1,WN,N627SW,1998,PDX,SLC,89,630,10,54
2014,10,31,741,61,958,69,OO,N224AG,3456,PDX,BUR,124,817,7,41
2014,7,10,631,-4,813,-12,WN,N659SW,1997,SEA,SMF,87,605,6,31
2014,7,20,1630,20,1827,12,WN,N631SW,186,SEA,OAK,102,671,16,30
2014,5,23,1729,-6,1947,-8,AS,N754AS,562,PDX,LAX,118,834,17,29
2014,12,12,1054,44,1310,60,AS,N760AS,382,PDX,SFO,94,550,10,54
2014,6,4,1831,33,2150,15,UA,N579UA,742,SEA,DEN,123,1024,18,31
2014,4,16,654,-6,920,-15,VX,N634VA,1780,SEA,LAX,122,954,6,54
2014,4,30,613,-4,834,-21,AS,N413AS,454,SEA,LAX,124,954,6,13
2014,8,7,759,-1,1031,11,AS,N795AS,568,PDX,LAX,117,834,7,59
2014,8,25,2325,15,156,4,AS,N315AS,127,SEA,FAI,193,1533,23,25
2014,2,23,1054,-6,1147,-6,OO,N223SW,5397,PDX,SEA,38,129,10,54
2014,3,27,1231,14,1512,7,AS,N440AS,658,SEA,TUS,148,1216,12,31
2014,11,4,1442,-8,1706,-16,OO,N225AG,3476,SEA,LGB,127,965,14,42
2014,2,19,1431,-6,1751,-14,F9,N932FR,140,SEA,DEN,121,1024,14,31
2014,3,26,703,-7,947,-8,AS,N597AS,240,SEA,SAN,136,1050,7,3
2014,2,23,1513,8,1634,4,WN,N776WN,400,PDX,SMF,70,479,15,13
2014,8,31,1025,-5,1158,-17,WN,N960WN,2974,PDX,SJC,82,569,10,25
2014,8,4,1344,-3,1623,14,B6,N509JB,1521,PDX,LGB,120,846,13,44
2014,5,3,1036,6,1817,-23,WN,N778SW,3420,SEA,BWI,259,2335,10,36
2014,1,17,633,-2,823,3,WN,N621SW,563,SEA,SMF,90,605,6,33
2014,12,26,2122,-3,2319,-1,AS,N594AS,350,SEA,OAK,92,671,21,22
2014,4,14,1718,-2,1944,-8,B6,N531JB,1007,SEA,LGB,131,965,17,18
2014,8,12,620,0,825,2,AS,N534AS,342,SEA,OAK,106,671,6,20
2014,8,21,1302,-3,2058,-4,US,N508AY,1857,SEA,CLT,262,2279,13,2
2014,11,1,1823,-12,2055,-13,AS,N625AS,510,SEA,SNA,131,978,18,23
2014,5,30,1418,56,1557,47,UA,N829UA,367,PDX,SFO,84,550,14,18
2014,7,10,758,-7,1536,-29,AS,N309AS,742,SEA,ATL,248,2182,7,58
2014,8,8,850,-5,1648,10,DL,N394DA,902,PDX,ATL,266,2172,8,50
2014,3,15,1743,-2,2006,-24,WN,N357SW,2722,SEA,PHX,127,1107,17,43
2014,8,28,1659,-1,1857,-8,VX,N628VA,755,SEA,SFO,99,679,16,59
2014,1,25,1303,-7,1544,-5,OO,N607SK,4480,SEA,LAX,129,954,13,3
2014,11,2,1009,-1,1145,-27,AS,N779AS,382,PDX,SFO,81,550,10,9
2014,2,23,1824,-1,2049,1,OO,N641CA,4824,SEA,LAS,121,867,18,24
2014,1,21,1132,-8,1400,-14,B6,N603JB,107,SEA,LGB,133,965,11,32
2014,2,26,635,-5,1007,0,AS,N769AS,646,PDX,PHX,138,1009,6,35
2014,10,31,1304,-6,1813,-9,DL,N331NW,548,PDX,MSP,172,1426,13,4
2014,1,11,2242,57,626,39,B6,N633JB,264,SEA,JFK,260,2422,22,42
2014,11,16,1748,-7,1948,-14,OO,N223AG,3488,PDX,BUR,105,817,17,48
2014,6,14,1322,37,1655,30,WN,N8313F,4243,PDX,DEN,135,991,13,22
2014,9,7,745,-5,1003,-6,AS,N305AS,608,SEA,LAS,115,867,7,45
2014,8,7,1120,-5,1257,-11,AS,N467AS,364,SEA,SMF,80,605,11,20
2014,1,3,1547,52,1856,36,WN,N488WN,735,PDX,DEN,115,991,15,47
2014,9,29,1405,0,2236,40,AS,N569AS,2,SEA,DCA,308,2329,14,5
2014,5,21,558,-7,1145,-20,AA,N3AUAA,2240,SEA,ORD,201,1721,5,58
2014,1,3,710,-5,955,1,AS,N307AS,478,SEA,LAX,127,954,7,10
2014,7,20,1135,0,1421,-9,WN,N8303R,4583,SEA,PHX,148,1107,11,35
2014,4,29,2324,-1,513,-7,UA,N30401,1617,SEA,ORD,213,1721,23,24
2014,8,18,25,0,535,3,DL,N323US,1403,PDX,MSP,174,1426,0,25
2014,9,20,1025,10,1633,18,WN,N275WN,4386,SEA,MDW,211,1733,10,25
2014,9,17,1507,27,1848,28,WN,N907WN,3588,SEA,DEN,142,1024,15,7
2014,9,15,1526,-4,2324,-13,AS,N552AS,14,SEA,EWR,277,2402,15,26
2014,12,9,653,-7,746,-4,AS,N320AS,415,PDX,SEA,31,129,6,53
2014,4,25,1640,-1,1937,15,DL,N815DN,1194,PDX,SLC,99,630,16,40
2014,12,20,958,-2,1546,6,WN,N425LV,1890,SEA,MKE,198,1694,9,58
2014,7,9,1331,6,1616,17,AS,N305AS,472,SEA,LAX,127,954,13,31
2014,1,26,2050,-10,2142,-6,OO,N229SW,5433,SEA,PDX,31,129,20,50
2014,10,10,2324,-6,505,-13,UA,N28457,1538,PDX,ORD,201,1739,23,24
2014,8,23,2358,-1,719,8,DL,N124DE,910,SEA,DTW,243,1927,23,58
2014,6,18,1101,1,1339,-14,AS,N517AS,648,SEA,TUS,143,1216,11,1
2014,2,7,1535,0,1805,-22,AS,N791AS,101,SEA,ANC,194,1448,15,35
2014,1,10,1001,-7,1557,-8,UA,N38417,1584,PDX,ORD,209,1739,10,1
2014,4,3,1010,-5,1259,4,AS,N754AS,87,SEA,ANC,204,1448,10,10
2014,1,18,812,48,1013,33,UA,N77430,1598,SEA,SFO,95,679,8,12
2014,7,7,1232,52,1443,44,UA,N823UA,842,SEA,SFO,103,679,12,32
2014,7,5,757,-3,913,-11,AS,N765AS,61,SEA,JNU,121,909,7,57
2014,2,26,625,-8,1420,-9,UA,N556UA,434,SEA,EWR,273,2402,6,25
2014,5,27,1619,-1,21,-15,UA,N808UA,536,SEA,EWR,279,2402,16,19
2014,11,21,752,2,1009,-24,AS,N622AS,482,SEA,LAX,117,954,7,52
2014,6,7,32,17,615,-9,UA,N34222,1129,SEA,IAH,210,1874,0,32
2014,5,5,1825,-5,2032,-10,AS,N767AS,302,SEA,SFO,108,679,18,25
2014,11,27,1003,-7,1147,-23,AS,N305AS,382,PDX,SFO,89,550,10,3
2014,4,13,1039,-1,1410,6,F9,N919FR,788,PDX,DEN,136,991,10,39
2014,1,7,639,-1,854,-6,AS,N519AS,572,PDX,SAN,119,933,6,39
2014,7,17,1323,-2,1835,2,AS,N318AS,34,SEA,MSP,167,1399,13,23
2014,1,25,2105,-7,2323,-31,UA,N37422,1603,SEA,ANC,181,1448,21,5
2014,10,3,2305,25,619,4,DL,N6714Q,1688,SEA,ATL,231,2182,23,5
2014,9,15,947,2,1734,-6,AS,N512AS,764,PDX,DCA,267,2350,9,47
2014,1,14,840,0,1725,5,AS,N409AS,34,SEA,FLL,324,2717,8,40
2014,2,6,2238,8,NA,NA,OO,N297SW,5437,PDX,LMT,NA,241,22,38
2014,11,28,1938,23,2144,29,WN,N929WN,1617,SEA,OAK,107,671,19,38
2014,7,18,738,68,1526,56,WN,N7812G,2004,SEA,BWI,272,2335,7,38
2014,7,20,1226,7,1410,-9,UA,N14230,1215,PDX,SFO,85,550,12,26
2014,5,27,1814,-11,2155,-5,OO,N218AG,3498,SEA,COS,142,1068,18,14
2014,9,9,2118,-7,2257,-18,AS,N546AS,384,PDX,SFO,81,550,21,18
2014,1,2,NA,NA,NA,NA,UA,NA,212,SEA,EWR,NA,2402,NA,NA
2014,7,23,842,-3,1235,-5,WN,N704SW,4726,SEA,ABQ,151,1180,8,42
2014,8,7,1850,-5,20,18,DL,N817DN,2485,SEA,MSP,164,1399,18,50
2014,3,18,1520,45,1909,64,F9,N932FR,140,SEA,DEN,141,1024,15,20
2014,12,29,41,51,610,40,AA,N3BCAA,1230,SEA,DFW,191,1660,0,41
2014,2,27,2051,31,2212,17,WN,N370SW,595,PDX,SMF,68,479,20,51
2014,3,4,703,-7,932,-12,OO,N219AG,3472,SEA,LGB,121,965,7,3
2014,1,24,1143,-10,1242,1,OO,N237SW,5342,SEA,PDX,38,129,11,43
2014,6,23,809,-6,1043,-10,AS,N706AS,482,SEA,LAX,127,954,8,9
2014,10,14,1828,-12,2108,10,AS,N587AS,616,SEA,LAS,133,867,18,28
2014,6,22,900,0,1204,7,AS,N597AS,875,SEA,LIH,337,2701,9,0
2014,6,21,1954,-1,2133,-4,AS,N514AS,404,PDX,SJC,82,569,19,54
2014,12,13,642,7,1251,11,WN,N8610A,1969,SEA,MDW,223,1733,6,42
2014,4,5,1124,-1,1344,-13,US,N828AW,634,PDX,PHX,123,1009,11,24
2014,1,3,1834,-11,2059,-18,AS,N546AS,510,SEA,SNA,122,978,18,34
2014,2,21,1757,-3,2114,-15,US,N660AW,577,PDX,PHX,120,1009,17,57
2014,9,30,811,8,1632,29,UA,N76526,1627,SEA,IAD,297,2306,8,11
2014,3,13,1415,0,1555,-5,WN,N793SA,414,PDX,OAK,82,543,14,15
2014,4,7,2134,-6,2313,-4,AS,N564AS,372,SEA,SMF,82,605,21,34
2014,11,2,1056,-4,1325,-10,AS,N590AS,490,SEA,SAN,129,1050,10,56
2014,5,15,NA,NA,NA,NA,OO,N917SW,6250,PDX,LAX,NA,834,NA,NA
2014,7,1,906,11,1135,20,WN,N758SW,2144,PDX,SAN,133,933,9,6
2014,9,23,731,-4,1545,-20,AS,N407AS,30,PDX,BOS,298,2537,7,31
2014,8,10,1633,18,1757,17,WN,N434WN,764,PDX,SMF,71,479,16,33
2014,12,2,719,9,1504,3,UA,N38443,1602,SEA,IAD,250,2306,7,19
2014,1,18,1149,-2,1411,1,OO,N616QX,4698,PDX,LAX,111,834,11,49
2014,7,30,1341,-4,2059,6,DL,N654DL,2424,SEA,DTW,230,1927,13,41
2014,8,20,1428,-2,1624,-7,OO,N548CA,4710,SEA,SJC,91,697,14,28
2014,8,31,801,-4,1553,-16,AS,N562AS,4,SEA,DCA,269,2329,8,1
2014,5,4,655,15,915,13,AS,N796AS,232,PDX,SAN,127,933,6,55
2014,8,7,1157,-4,1239,-6,OO,N569SW,5325,PDX,RDM,32,116,11,57
2014,8,17,2020,25,2218,19,OO,N218AG,3490,SEA,FAT,102,748,20,20
2014,2,15,557,-3,807,2,AS,N317AS,200,SEA,SJC,109,697,5,57
2014,4,22,1413,-2,1950,-25,AA,N3HCAA,125,SEA,ORD,198,1721,14,13
2014,8,19,640,-1,928,-2,DL,N3759,2567,SEA,LAX,128,954,6,40
2014,8,10,1325,15,1633,24,AS,N440AS,726,SEA,SLC,103,689,13,25
2014,2,18,1904,-10,2004,2,OO,N581SW,5424,SEA,PDX,39,129,19,4
2014,7,13,937,-5,1210,-5,OO,N927SW,6518,PDX,LAX,128,834,9,37
2014,8,3,1626,-4,1915,2,DL,N352NB,1194,PDX,SLC,89,630,16,26
2014,1,1,1137,52,1408,45,AS,N433AS,460,SEA,LAX,129,954,11,37
2014,8,30,632,-8,1436,-23,UA,N537UA,451,SEA,EWR,278,2402,6,32
2014,10,5,2041,-4,2318,-16,AS,N614AS,141,SEA,ANC,194,1448,20,41
2014,12,5,2042,-13,2249,-13,AS,N537AS,624,PDX,LAS,110,763,20,42
2014,6,15,542,-3,1140,-13,UA,N422UA,470,PDX,IAH,219,1825,5,42
2014,1,14,1256,-4,1814,-1,AS,N551AS,38,SEA,MSP,182,1399,12,56
2014,11,15,2322,4,700,-7,UA,N57439,1575,SEA,IAD,263,2306,23,22
2014,6,23,2024,-1,2252,-8,US,N642AW,490,PDX,PHX,130,1009,20,24
2014,1,14,1244,-11,1445,-12,AS,N517AS,622,PDX,LAS,105,763,12,44
2014,1,19,550,-10,1130,-40,AA,N3FAAA,2240,SEA,ORD,196,1721,5,50
2014,8,14,1337,32,1921,25,AS,N317AS,664,SEA,DFW,201,1660,13,37
2014,12,15,607,-8,718,11,OO,N617QX,4740,PDX,SEA,31,129,6,7
2014,7,15,1428,-8,2145,-34,DL,N582NW,1223,SEA,ATL,239,2182,14,28
2014,12,22,1003,13,1219,4,AS,N615AS,568,PDX,LAX,110,834,10,3
2014,7,11,955,-9,1318,-15,F9,N934FR,788,PDX,DEN,125,991,9,55
2014,10,2,1533,4,1855,-15,UA,N68821,1585,SEA,DEN,121,1024,15,33
2014,3,8,557,-3,825,-17,AS,N534AS,81,SEA,ANC,188,1448,5,57
2014,1,10,634,-1,943,-17,WN,N268WN,419,PDX,DEN,113,991,6,34
2014,12,13,1026,-4,1411,-4,AS,N537AS,656,SEA,PHX,139,1107,10,26
2014,1,10,809,14,954,14,AS,N768AS,61,SEA,JNU,139,909,8,9
2014,1,31,728,-7,953,-5,AS,N792AS,530,SEA,ONT,119,956,7,28
2014,2,2,711,1,910,-5,AS,N566AS,332,SEA,SJC,102,697,7,11
2014,2,18,913,8,1655,-25,AS,N546AS,8,SEA,EWR,266,2402,9,13
2014,7,9,948,-2,1231,-8,OO,N225AG,3492,PDX,SLC,83,630,9,48
2014,12,8,1652,-8,1905,4,AS,N612AS,620,PDX,LAS,109,763,16,52
2014,5,9,1053,55,1259,48,UA,N831UA,814,SEA,SFO,104,679,10,53
2014,6,22,2101,1,2155,3,OO,N292SW,5433,SEA,PDX,33,129,21,1
2014,1,3,918,-2,1644,-1,DL,N3747D,1940,PDX,ATL,253,2172,9,18
2014,12,20,1924,-1,2110,1,AS,N708AS,368,SEA,SMF,87,605,19,24
2014,10,28,653,-7,1453,-25,DL,N707TW,2588,SEA,JFK,266,2422,6,53
2014,10,23,1537,23,1909,24,UA,N37408,1401,PDX,DEN,109,991,15,37
2014,5,6,956,-4,1320,-10,WN,N706SW,761,PDX,DEN,130,991,9,56
2014,6,12,1438,-2,1729,-4,US,N637AW,500,SEA,PHX,144,1107,14,38
2014,8,8,1652,-3,1920,-6,AS,N786AS,95,SEA,ANC,192,1448,16,52
2014,11,24,937,-13,1201,-5,AS,N609AS,568,PDX,LAX,108,834,9,37
2014,5,5,1650,-5,1919,-11,AS,N552AS,514,SEA,SNA,134,978,16,50
2014,9,27,1648,-2,1912,-23,WN,N242WN,1646,SEA,SAN,133,1050,16,48
2014,4,18,840,-8,940,2,OO,N568SW,5411,SEA,PDX,33,129,8,40
2014,10,27,611,-4,1412,-18,UA,N76514,1637,SEA,EWR,278,2402,6,11
2014,9,16,943,-2,1726,-14,AS,N594AS,764,PDX,DCA,265,2350,9,43
2014,10,12,1051,-7,1419,-17,UA,N473UA,690,SEA,DEN,125,1024,10,51
2014,12,28,1440,0,2257,46,DL,N819DN,128,SEA,ATL,237,2182,14,40
2014,11,9,831,-4,1604,-35,US,N559UW,1751,SEA,PHL,249,2378,8,31
2014,7,20,2055,0,2250,-4,OO,N472CA,5210,PDX,SFO,90,550,20,55
2014,12,18,1923,-2,2307,10,OO,N215AG,3498,SEA,COS,143,1068,19,23
2014,4,12,750,10,927,-2,AS,N794AS,244,PDX,SFO,82,550,7,50
2014,10,9,555,-5,1151,-17,UA,N69810,1173,PDX,IAH,217,1825,5,55
2014,6,20,547,27,749,18,UA,N558UA,698,SEA,SFO,100,679,5,47
2014,8,11,1033,-2,1411,-4,WN,N628SW,1069,PDX,ABQ,143,1111,10,33
2014,12,13,1143,8,1736,16,WN,N951WN,4457,SEA,MKE,210,1694,11,43
2014,10,14,833,-2,1439,10,UA,N57439,1400,SEA,ORD,202,1721,8,33
2014,6,15,1053,-10,1424,-13,OO,N903SW,5576,PDX,DEN,130,991,10,53
2014,4,5,1134,-1,1416,-5,US,N644AW,614,SEA,PHX,133,1107,11,34
2014,11,18,1125,0,1215,0,OO,N633SK,4670,PDX,SEA,30,129,11,25
2014,6,11,843,-2,1226,-14,WN,N241WN,4726,SEA,ABQ,141,1180,8,43
2014,7,4,1904,-11,2108,-9,OO,N608SK,4631,SEA,SJC,101,697,19,4
2014,3,24,2226,6,633,-7,AS,N431AS,24,SEA,BOS,276,2496,22,26
2014,11,29,1111,16,1644,-14,UA,N24211,1754,SEA,ORD,186,1721,11,11
2014,2,28,2144,69,2319,54,WN,N458WN,331,PDX,OAK,82,543,21,44
2014,9,11,1807,-3,2050,-17,DL,N679DA,2150,SEA,SLC,85,689,18,7
2014,12,30,2209,-1,52,-26,AS,N464AS,143,PDX,ANC,210,1542,22,9
2014,6,30,1032,0,1630,5,UA,N420UA,679,PDX,ORD,212,1739,10,32
2014,10,8,1459,52,2037,29,UA,N76515,1603,SEA,ORD,199,1721,14,59
2014,5,19,1034,-5,1254,-12,OO,N752SK,6518,PDX,LAX,115,834,10,34
2014,12,17,901,6,1638,3,DL,N6714Q,108,SEA,ATL,246,2182,9,1
2014,12,14,1136,-4,1729,2,AS,N644AS,748,SEA,STL,210,1709,11,36
2014,1,8,1031,-10,1126,-3,OO,N578SW,5325,SEA,PDX,35,129,10,31
2014,4,14,659,-11,1240,-15,AA,N3GLAA,1308,SEA,DFW,194,1660,6,59
2014,10,29,905,-5,1106,-9,WN,N649SW,557,SEA,OAK,103,671,9,5
2014,6,17,1410,25,1541,11,WN,N792SW,2161,PDX,SJC,80,569,14,10
2014,1,4,2239,19,2320,23,OO,N583SW,5440,PDX,RDM,25,116,22,39
2014,6,23,1206,11,1347,7,WN,N552WN,3751,PDX,OAK,82,543,12,6
2014,4,20,2058,328,233,318,AA,N4XHAA,157,PDX,DFW,196,1616,20,58
2014,11,26,1753,-7,2009,-14,OO,N679CA,4546,SEA,LAS,112,867,17,53
2014,4,18,2028,-7,2300,-7,AS,N756AS,478,SEA,LAX,123,954,20,28
2014,10,28,1758,-2,1949,-21,WN,N929WN,457,PDX,LAS,102,763,17,58
2014,5,7,1604,-1,1827,-4,AS,N309AS,115,SEA,ANC,186,1448,16,4
2014,8,8,1423,-7,1656,-1,DL,N393DA,1349,SEA,ANC,193,1448,14,23
2014,3,17,905,0,1655,-22,AS,N409AS,8,SEA,EWR,272,2402,9,5
2014,9,16,2117,-8,2258,-17,AS,N516AS,384,PDX,SFO,84,550,21,17
2014,3,3,519,-1,836,-15,US,N570UW,649,PDX,PHX,123,1009,5,19
2014,9,26,742,62,1028,68,DL,N3747D,1935,SEA,LAX,138,954,7,42
2014,7,16,843,-2,1123,-22,HA,N396HA,21,SEA,HNL,319,2677,8,43
2014,9,12,1003,-7,1147,-23,AS,N613AS,382,PDX,SFO,88,550,10,3
2014,4,29,1656,-14,1834,-25,AS,N526AS,392,PDX,SFO,83,550,16,56
